id,Constituency,County,Country/Region,Country,Electorate_2019,Green Votes_2019,Green Vote share_2019,Total votes_2019,Year
E14000756,HUDDERSFIELD,West Yorkshire,Yorkshire and The Humber,England,"65,525","1,768",4%,"41,882",2019
E14000757,HUNTINGDON,Cambridgeshire,East,England,"84,657","2,233",4%,"59,147",2019
E14000758,HYNDBURN,Lancashire,North West,England,"70,842",845,2%,"42,406",2019
E14000759,ILFORD NORTH,London,London,England,"72,973",845,2%,"50,114",2019
E14000760,ILFORD SOUTH,London,London,England,"84,972",714,1%,"53,477",2019
S14000038,INVERCLYDE,,Scotland,Scotland,"60,622",,,"39,903",2019
S14000039,"INVERNESS, NAIRN, BADENOCH AND STRATHSPEY",,Scotland,Scotland,"78,059","1,709",3%,"54,810",2019
E14000761,IPSWICH,Suffolk,East,England,"75,525","1,283",3%,"49,579",2019
E14000762,ISLE OF WIGHT,Isle of Wight,South East,England,"113,021","11,338",15%,"74,442",2019
E14000763,ISLINGTON NORTH,London,London,England,"75,162","4,326",8%,"53,805",2019
E14000764,ISLINGTON SOUTH AND FINSBURY,London,London,England,"70,489","1,987",4%,"47,816",2019
W07000077,ISLWYN,Gwent and Mid Glamorgan,Wales,Wales,"55,423",669,2%,"34,350",2019
E14000765,JARROW,Tyne and Wear,North East,England,"65,103",831,2%,"40,736",2019
E14000766,KEIGHLEY,West Yorkshire,Yorkshire and The Humber,England,"72,778",,,"52,600",2019
E14000767,KENILWORTH AND SOUTHAM,Warwickshire,West Midlands,England,"68,154","2,351",4%,"52,597",2019
E14000768,KENSINGTON,London,London,England,"64,609",535,1%,"43,762",2019
E14000769,KETTERING,Northamptonshire,East Midlands,England,"73,164","1,543",3%,"49,361",2019
S14000040,KILMARNOCK AND LOUDOUN,,Scotland,Scotland,"74,517",,,"47,631",2019
E14000770,KINGSTON AND SURBITON,London,London,England,"81,975","1,038",2%,"60,846",2019
E14000771,KINGSTON UPON HULL EAST,Humberside,Yorkshire and The Humber,England,"65,745",784,2%,"32,442",2019
E14000772,KINGSTON UPON HULL NORTH,Humberside,Yorkshire and The Humber,England,"65,515",875,3%,"34,203",2019
E14000773,KINGSTON UPON HULL WEST AND HESSLE,Humberside,Yorkshire and The Humber,England,"60,192",50,0%,"31,356",2019
E14000774,KINGSWOOD,Avon,South West,England,"68,972","1,200",2%,"49,314",2019
S14000041,KIRKCALDY AND COWDENBEATH,,Scotland,Scotland,"72,853","1,628",3%,"47,005",2019
E14000775,KNOWSLEY,Merseyside,North West,England,"84,082","1,262",2%,"54,938",2019
N06000009,LAGAN VALLEY,,Northern Ireland,Northern Ireland,"75,735",,,"45,405",2019
S14000042,LANARK AND HAMILTON EAST,,Scotland,Scotland,"77,659",,,"53,072",2019
E14000776,LANCASTER AND FLEETWOOD,Lancashire,North West,England,"70,059","1,396",3%,"45,219",2019
E14000777,LEEDS CENTRAL,West Yorkshire,Yorkshire and The Humber,England,"90,971","2,105",4%,"49,284",2019
E14000778,LEEDS EAST,West Yorkshire,Yorkshire and The Humber,England,"67,286",878,2%,"39,052",2019
E14000779,LEEDS NORTH EAST,West Yorkshire,Yorkshire and The Humber,England,"70,580","1,931",4%,"50,500",2019
E14000780,LEEDS NORTH WEST,West Yorkshire,Yorkshire and The Humber,England,"67,741","1,389",3%,"49,283",2019
E14000781,LEEDS WEST,West Yorkshire,Yorkshire and The Humber,England,"67,727","1,274",3%,"40,281",2019
E14000782,LEICESTER EAST,Leicestershire,East Midlands,England,"78,433",888,2%,"49,421",2019
E14000783,LEICESTER SOUTH,Leicestershire,East Midlands,England,"77,708","1,669",3%,"50,147",2019
E14000784,LEICESTER WEST,Leicestershire,East Midlands,England,"64,940",977,3%,"34,775",2019
E14000785,LEIGH,Greater Manchester,North West,England,"77,417",,,"46,979",2019
E14000786,LEWES,East Sussex,South East,England,"71,503","1,453",3%,"54,851",2019
E14000789,"LEWISHAM, DEPTFORD",London,London,England,"80,631","3,085",6%,"55,368",2019
E14000787,LEWISHAM EAST,London,London,England,"67,857","1,706",4%,"44,815",2019
E14000788,LEWISHAM WEST AND PENGE,London,London,England,"74,617","2,390",5%,"52,100",2019
E14000790,LEYTON AND WANSTEAD,London,London,England,"64,852","1,805",4%,"44,547",2019
E14000791,LICHFIELD,Staffordshire,West Midlands,England,"76,616","1,743",3%,"53,993",2019
E14000792,LINCOLN,Lincolnshire,East Midlands,England,"74,942","1,195",2%,"50,629",2019
S14000043,LINLITHGOW AND EAST FALKIRK,,Scotland,Scotland,"87,044","1,184",2%,"57,775",2019
E14000793,"LIVERPOOL, RIVERSIDE",Merseyside,North West,England,"80,310","3,017",6%,"52,789",2019
E14000794,"LIVERPOOL, WALTON",Merseyside,North West,England,"62,628",814,2%,"40,786",2019
E14000795,"LIVERPOOL, WAVERTREE",Merseyside,North West,England,"63,458","1,365",3%,"43,377",2019
E14000796,"LIVERPOOL, WEST DERBY",Merseyside,North West,England,"65,640",605,1%,"43,989",2019
S14000044,LIVINGSTON,,Scotland,Scotland,"82,285","1,421",3%,"54,592",2019
W07000045,LLANELLI,Dyfed,Wales,Wales,"60,518",,,"38,233",2019
E14000797,LOUGHBOROUGH,Leicestershire,East Midlands,England,"79,764","1,504",3%,"54,631",2019
E14000798,LOUTH AND HORNCASTLE,Lincolnshire,East Midlands,England,"79,634",,,"52,332",2019
E14000799,LUDLOW,Shropshire,West Midlands,England,"69,444","1,912",4%,"50,225",2019
E14000800,LUTON NORTH,Bedfordshire,East,England,"68,185",771,2%,"42,589",2019
E14000801,LUTON SOUTH,Bedfordshire,East,England,"69,338",995,2%,"42,064",2019
E14000802,MACCLESFIELD,Cheshire,North West,England,"76,216","2,310",4%,"53,867",2019
E14000803,MAIDENHEAD,Berkshire,South East,England,"76,668","2,216",4%,"56,492",2019
E14000804,MAIDSTONE AND THE WEALD,Kent,South East,England,"76,109","2,172",4%,"51,680",2019
E14000805,MAKERFIELD,Greater Manchester,North West,England,"74,190","1,166",3%,"44,259",2019
E14000806,MALDON,Essex,East,England,"72,438","1,851",4%,"50,408",2019
E14000807,MANCHESTER CENTRAL,Greater Manchester,North West,England,"92,247","1,870",4%,"52,289",2019
E14000808,"MANCHESTER, GORTON",Greater Manchester,North West,England,"76,419","1,697",4%,"44,545",2019
E14000809,"MANCHESTER, WITHINGTON",Greater Manchester,North West,England,"76,530","1,968",4%,"52,995",2019
E14000810,MANSFIELD,Nottinghamshire,East Midlands,England,"77,131",,,"49,273",2019
E14000811,MEON VALLEY,Hampshire,South East,England,"75,737","2,198",4%,"54,829",2019
E14000812,MERIDEN,West Midlands,West Midlands,England,"85,368","2,667",5%,"54,161",2019
W07000071,MERTHYR TYDFIL AND RHYMNEY,Gwent and Mid Glamorgan,Wales,Wales,"56,322",,,"32,246",2019
E14000813,MID BEDFORDSHIRE,Bedfordshire,East,England,"87,795","2,478",4%,"64,717",2019
E14000814,MID DERBYSHIRE,Derbyshire,East Midlands,England,"67,442","1,931",4%,"49,356",2019
E14000819,MIDDLESBROUGH,Cleveland,North East,England,"60,764",546,2%,"34,097",2019
E14000820,MIDDLESBROUGH SOUTH AND EAST CLEVELAND,Cleveland,North East,England,"72,348","1,220",3%,"47,817",2019
E14000815,MID DORSET AND NORTH POOLE,Dorset,South West,England,"65,427","1,330",3%,"48,930",2019
S14000045,MIDLOTHIAN,,Scotland,Scotland,"70,544",,,"48,221",2019
E14000816,MID NORFOLK,Norfolk,East,England,"82,203",,,"56,186",2019
E14000817,MID SUSSEX,West Sussex,South East,England,"85,146","2,234",4%,"62,762",2019
N06000010,MID ULSTER,,Northern Ireland,Northern Ireland,"70,449",,,"44,620",2019
E14000818,MID WORCESTERSHIRE,Hereford and Worcester,West Midlands,England,"78,220","2,177",4%,"56,123",2019
E14000821,MILTON KEYNES NORTH,Buckinghamshire,South East,England,"91,545","1,931",3%,"62,543",2019
E14000822,MILTON KEYNES SOUTH,Buckinghamshire,South East,England,"96,363","1,495",2%,"64,007",2019
E14000823,MITCHAM AND MORDEN,London,London,England,"70,021","1,160",3%,"45,741",2019
E14000824,MOLE VALLEY,Surrey,South East,England,"74,665","1,874",3%,"57,110",2019
W07000054,MONMOUTH,Gwent and Mid Glamorgan,Wales,Wales,"67,098","1,353",3%,"50,217",2019
W07000063,MONTGOMERYSHIRE,Powys,Wales,Wales,"48,997",,,"34,214",2019
S14000046,MORAY,,Scotland,Scotland,"71,035",,,"48,825",2019
E14000825,MORECAMBE AND LUNESDALE,Lancashire,North West,England,"67,397",938,2%,"45,310",2019
E14000826,MORLEY AND OUTWOOD,West Yorkshire,Yorkshire and The Humber,England,"78,803","1,107",2%,"51,930",2019
S14000047,MOTHERWELL AND WISHAW,,Scotland,Scotland,"68,856",,,"44,420",2019
S14000027,NA H-EILEANAN AN IAR,,Scotland,Scotland,"21,106",,,"14,477",2019
W07000069,NEATH,West Glamorgan,Wales,Wales,"56,419",728,2%,"36,756",2019
E14000829,NEWARK,Nottinghamshire,East Midlands,England,"75,850","1,950",4%,"54,762",2019
E14000830,NEWBURY,Berkshire,South East,England,"83,414","2,454",4%,"59,998",2019
E14000834,NEWCASTLE-UNDER-LYME,Staffordshire,West Midlands,England,"68,211",933,2%,"44,739",2019
E14000831,NEWCASTLE UPON TYNE CENTRAL,Tyne and Wear,North East,England,"57,845","1,365",4%,"37,474",2019
E14000832,NEWCASTLE UPON TYNE EAST,Tyne and Wear,North East,England,"63,796","2,195",5%,"43,365",2019
E14000833,NEWCASTLE UPON TYNE NORTH,Tyne and Wear,North East,England,"68,486","1,368",3%,"46,999",2019
E14000827,NEW FOREST EAST,Hampshire,South East,England,"73,549","2,434",5%,"50,786",2019
E14000828,NEW FOREST WEST,Hampshire,South East,England,"70,869","3,888",8%,"50,306",2019
W07000055,NEWPORT EAST,Gwent and Mid Glamorgan,Wales,Wales,"58,554",577,2%,"36,282",2019
W07000056,NEWPORT WEST,Gwent and Mid Glamorgan,Wales,Wales,"66,657",902,2%,"43,433",2019
N06000011,NEWRY AND ARMAGH,,Northern Ireland,Northern Ireland,"81,226",,,"50,779",2019
E14000835,NEWTON ABBOT,Devon,South West,England,"72,529","1,508",3%,"52,556",2019
E14000836,"NORMANTON, PONTEFRACT AND CASTLEFORD",West Yorkshire,Yorkshire and The Humber,England,"84,527",,,"48,259",2019
E14000861,NORTHAMPTON NORTH,Northamptonshire,East Midlands,England,"58,768",953,2%,"39,539",2019
E14000862,NORTHAMPTON SOUTH,Northamptonshire,East Midlands,England,"62,163","1,222",3%,"40,835",2019
N06000012,NORTH ANTRIM,,Northern Ireland,Northern Ireland,"77,134",,,"44,051",2019
S14000048,NORTH AYRSHIRE AND ARRAN,,Scotland,Scotland,"73,534","1,114",2%,"48,154",2019
E14000837,NORTH CORNWALL,Cornwall,South West,England,"69,935",,,"51,678",2019
E14000838,NORTH DEVON,Devon,South West,England,"75,859","1,759",3%,"55,581",2019
E14000839,NORTH DORSET,Dorset,South West,England,"76,765","2,261",4%,"56,107",2019
N06000013,NORTH DOWN,,Northern Ireland,Northern Ireland,"67,099",,,"40,643",2019
E14000840,NORTH DURHAM,Durham,North East,England,"66,796","1,126",3%,"42,195",2019
E14000841,NORTH EAST BEDFORDSHIRE,Bedfordshire,East,England,"90,678","1,891",3%,"65,018",2019
E14000842,NORTH EAST CAMBRIDGESHIRE,Cambridgeshire,East,England,"83,699","1,813",3%,"52,964",2019
E14000843,NORTH EAST DERBYSHIRE,Derbyshire,East Midlands,England,"72,345","1,278",3%,"49,217",2019
S14000049,NORTH EAST FIFE,,Scotland,Scotland,"60,905",,,"45,878",2019
E14000844,NORTH EAST HAMPSHIRE,Hampshire,South East,England,"78,954","1,754",3%,"59,270",2019
E14000845,NORTH EAST HERTFORDSHIRE,Hertfordshire,East,England,"76,123","2,367",4%,"55,327",2019
E14000846,NORTH EAST SOMERSET,Avon,South West,England,"73,692","1,423",3%,"56,308",2019
E14000847,NORTH HEREFORDSHIRE,Hereford and Worcester,West Midlands,England,"70,252","4,769",9%,"51,033",2019
E14000848,NORTH NORFOLK,Norfolk,East,England,"70,729",,,"50,823",2019
E14000849,NORTH SHROPSHIRE,Shropshire,West Midlands,England,"83,258","1,790",3%,"56,513",2019
E14000850,NORTH SOMERSET,Avon,South West,England,"80,194","2,938",5%,"62,055",2019
E14000851,NORTH SWINDON,Wiltshire,South West,England,"82,441","1,710",3%,"55,115",2019
E14000852,NORTH THANET,Kent,South East,England,"72,756","1,796",4%,"48,178",2019
E14000853,NORTH TYNESIDE,Tyne and Wear,North East,England,"78,902","1,393",3%,"50,429",2019
E14000854,NORTH WARWICKSHIRE,Warwickshire,West Midlands,England,"70,271","1,303",3%,"45,914",2019
E14000855,NORTH WEST CAMBRIDGESHIRE,Cambridgeshire,East,England,"94,909","3,021",5%,"64,533",2019
E14000856,NORTH WEST DURHAM,Durham,North East,England,"72,166","1,173",2%,"47,663",2019
E14000857,NORTH WEST HAMPSHIRE,Hampshire,South East,England,"83,083","2,717",5%,"58,918",2019
E14000858,NORTH WEST LEICESTERSHIRE,Leicestershire,East Midlands,England,"78,935","2,478",5%,"53,821",2019
E14000859,NORTH WEST NORFOLK,Norfolk,East,England,"72,080","1,645",4%,"46,602",2019
E14000860,NORTH WILTSHIRE,Wiltshire,South West,England,"73,280","1,939",4%,"54,758",2019
E14000863,NORWICH NORTH,Norfolk,East,England,"67,172","1,078",2%,"46,285",2019
E14000864,NORWICH SOUTH,Norfolk,East,England,"77,845","2,469",5%,"51,673",2019
E14000865,NOTTINGHAM EAST,Nottinghamshire,East Midlands,England,"66,262","1,183",3%,"40,004",2019
E14000866,NOTTINGHAM NORTH,Nottinghamshire,East Midlands,England,"66,495",868,2%,"35,320",2019
E14000867,NOTTINGHAM SOUTH,Nottinghamshire,East Midlands,England,"79,485","1,583",3%,"48,134",2019
E14000868,NUNEATON,Warwickshire,West Midlands,England,"70,226","1,692",4%,"45,190",2019
S14000050,OCHIL AND SOUTH PERTHSHIRE,,Scotland,Scotland,"78,776",,,"57,813",2019
W07000074,OGMORE,Gwent and Mid Glamorgan,Wales,Wales,"57,581",621,2%,"35,390",2019
E14000869,OLD BEXLEY AND SIDCUP,London,London,England,"66,104","1,477",3%,"46,145",2019
E14000870,OLDHAM EAST AND SADDLEWORTH,Greater Manchester,North West,England,"72,120",778,2%,"46,164",2019
E14000871,OLDHAM WEST AND ROYTON,Greater Manchester,North West,England,"72,999",681,2%,"44,434",2019
S14000051,ORKNEY AND SHETLAND,,Scotland,Scotland,"34,211",,,"23,160",2019
E14000872,ORPINGTON,London,London,England,"68,877","1,783",4%,"48,721",2019
E14000873,OXFORD EAST,Oxfordshire,South East,England,"78,303","2,392",5%,"49,359",2019
E14000874,OXFORD WEST AND ABINGDON,Oxfordshire,South East,England,"76,951",,,"58,824",2019
S14000052,PAISLEY AND RENFREWSHIRE NORTH,,Scotland,Scotland,"72,007",,,"49,682",2019
S14000053,PAISLEY AND RENFREWSHIRE SOUTH,,Scotland,Scotland,"64,385",,,"43,084",2019
E14000875,PENDLE,Lancashire,North West,England,"65,292",678,2%,"44,460",2019
E14000876,PENISTONE AND STOCKSBRIDGE,South Yorkshire,Yorkshire and The Humber,England,"70,925",,,"49,520",2019
E14000877,PENRITH AND THE BORDER,Cumbria,North West,England,"67,555","2,159",5%,"47,824",2019
S14000054,PERTH AND NORTH PERTHSHIRE,,Scotland,Scotland,"72,600",,,"54,076",2019
E14000878,PETERBOROUGH,Cambridgeshire,East,England,"72,560",728,2%,"47,801",2019
E14000879,"PLYMOUTH, MOOR VIEW",Devon,South West,England,"69,430","1,173",3%,"44,239",2019
E14000880,"PLYMOUTH, SUTTON AND DEVONPORT",Devon,South West,England,"77,852","1,557",3%,"53,176",2019
W07000075,PONTYPRIDD,Gwent and Mid Glamorgan,Wales,Wales,"60,327",,,"39,060",2019
E14000881,POOLE,Dorset,South West,England,"73,989","1,702",3%,"50,451",2019
E14000882,POPLAR AND LIMEHOUSE,London,London,England,"91,836","2,159",4%,"61,276",2019
E14000883,PORTSMOUTH NORTH,Hampshire,South East,England,"71,299","1,304",3%,"45,910",2019
E14000884,PORTSMOUTH SOUTH,Hampshire,South East,England,"74,186",,,"47,425",2019
W07000065,PRESELI PEMBROKESHIRE,Dyfed,Wales,Wales,"59,606",,,"42,419",2019
E14000885,PRESTON,Lancashire,North West,England,"59,672",660,2%,"33,790",2019
E14000886,PUDSEY,West Yorkshire,Yorkshire and The Humber,England,"73,212",894,2%,"54,215",2019
E14000887,PUTNEY,London,London,England,"65,556","1,133",2%,"50,467",2019
E14000888,RAYLEIGH AND WICKFORD,Essex,East,England,"78,930","2,002",4%,"54,901",2019
E14000889,READING EAST,Berkshire,South East,England,"77,152","1,549",3%,"55,918",2019
E14000890,READING WEST,Berkshire,South East,England,"74,137","1,263",3%,"50,392",2019
E14000891,REDCAR,Cleveland,North East,England,"65,864",491,1%,"40,842",2019
E14000892,REDDITCH,Hereford and Worcester,West Midlands,England,"65,391","1,384",3%,"44,067",2019
E14000893,REIGATE,Surrey,South East,England,"74,242","3,169",6%,"53,156",2019
W07000052,RHONDDA,Gwent and Mid Glamorgan,Wales,Wales,"50,262",438,1%,"29,642",2019
E14000894,RIBBLE VALLEY,Lancashire,North West,England,"79,247","1,704",3%,"55,284",2019
E14000896,RICHMOND PARK,London,London,England,"82,699",,,"65,067",2019
E14000895,RICHMOND (YORKS),North Yorkshire,Yorkshire and The Humber,England,"82,569","2,500",4%,"57,703",2019
E14000897,ROCHDALE,Greater Manchester,North West,England,"78,909",986,2%,"47,447",2019
E14000898,ROCHESTER AND STROOD,Kent,South East,England,"82,056","1,312",3%,"51,926",2019
E14000899,ROCHFORD AND SOUTHEND EAST,Essex,East,England,"75,624",,,"46,136",2019
E14000900,ROMFORD,London,London,England,"72,350","1,428",3%,"47,231",2019
E14000901,ROMSEY AND SOUTHAMPTON NORTH,Hampshire,South East,England,"68,228",,,"51,390",2019
E14000902,ROSSENDALE AND DARWEN,Lancashire,North West,England,"72,770","1,193",2%,"48,822",2019
S14000055,"ROSS, SKYE AND LOCHABER",,Scotland,Scotland,"54,230",,,"39,869",2019
E14000904,ROTHERHAM,South Yorkshire,Yorkshire and The Humber,England,"61,688",,,"35,651",2019
E14000903,ROTHER VALLEY,South Yorkshire,Yorkshire and The Humber,England,"74,804","1,219",3%,"48,698",2019
E14000905,RUGBY,Warwickshire,West Midlands,England,"72,292","1,544",3%,"50,814",2019
E14000906,"RUISLIP, NORTHWOOD AND PINNER",London,London,England,"72,816","1,646",3%,"52,904",2019
E14000907,RUNNYMEDE AND WEYBRIDGE,Surrey,South East,England,"77,196","1,876",4%,"53,289",2019
E14000908,RUSHCLIFFE,Nottinghamshire,East Midlands,England,"77,047",,,"60,505",2019
S14000056,RUTHERGLEN AND HAMILTON WEST,,Scotland,Scotland,"80,918",,,"53,794",2019
E14000909,RUTLAND AND MELTON,Leicestershire,East Midlands,England,"82,705","2,875",5%,"58,310",2019
E14000910,SAFFRON WALDEN,Essex,East,England,"87,017","2,947",5%,"63,086",2019
E14000911,SALFORD AND ECCLES,Greater Manchester,North West,England,"82,202","2,060",4%,"50,632",2019
E14000912,SALISBURY,Wiltshire,South West,England,"74,556","2,486",5%,"53,730",2019
E14000913,SCARBOROUGH AND WHITBY,North Yorkshire,Yorkshire and The Humber,England,"74,404",,,"49,724",2019
E14000914,SCUNTHORPE,Humberside,Yorkshire and The Humber,England,"61,955",670,2%,"37,750",2019
E14000915,SEDGEFIELD,Durham,North East,England,"64,325",994,2%,"41,566",2019
E14000916,SEFTON CENTRAL,Merseyside,North West,England,"69,760","1,261",2%,"50,880",2019
E14000917,SELBY AND AINSTY,North Yorkshire,Yorkshire and The Humber,England,"78,398","1,823",3%,"56,418",2019
E14000918,SEVENOAKS,Kent,South East,England,"71,757","1,974",4%,"50,956",2019
E14000921,"SHEFFIELD, BRIGHTSIDE AND HILLSBOROUGH",South Yorkshire,Yorkshire and The Humber,England,"69,333","1,179",3%,"39,600",2019
E14000919,SHEFFIELD CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"89,849","4,570",9%,"50,913",2019
E14000922,"SHEFFIELD, HALLAM",South Yorkshire,Yorkshire and The Humber,England,"72,763","1,630",3%,"56,885",2019
E14000923,"SHEFFIELD, HEELEY",South Yorkshire,Yorkshire and The Humber,England,"66,940","1,811",4%,"42,695",2019
E14000920,SHEFFIELD SOUTH EAST,South Yorkshire,Yorkshire and The Humber,England,"67,832",,,"41,998",2019
E14000924,SHERWOOD,Nottinghamshire,East Midlands,England,"77,888","1,214",2%,"52,709",2019
E14000925,SHIPLEY,West Yorkshire,Yorkshire and The Humber,England,"74,029","1,301",2%,"54,004",2019
E14000926,SHREWSBURY AND ATCHAM,Shropshire,West Midlands,England,"82,238","1,762",3%,"59,065",2019
E14000927,SITTINGBOURNE AND SHEPPEY,Kent,South East,England,"83,917","1,188",2%,"51,394",2019
E14000928,SKIPTON AND RIPON,North Yorkshire,Yorkshire and The Humber,England,"78,673","2,748",5%,"58,724",2019
E14000929,SLEAFORD AND NORTH HYKEHAM,Lincolnshire,East Midlands,England,"94,761","1,742",3%,"66,554",2019
E14000930,SLOUGH,Berkshire,South East,England,"86,818","1,047",2%,"51,038",2019
E14000931,SOLIHULL,West Midlands,West Midlands,England,"78,760","2,022",4%,"55,344",2019
E14000932,SOMERTON AND FROME,Somerset,South West,England,"85,866","3,295",5%,"64,896",2019
E14000955,"SOUTHAMPTON, ITCHEN",Hampshire,South East,England,"72,299","1,040",2%,"47,421",2019
E14000956,"SOUTHAMPTON, TEST",Hampshire,South East,England,"70,116","1,433",3%,"44,994",2019
N06000014,SOUTH ANTRIM,,Northern Ireland,Northern Ireland,"71,711",,,"42,974",2019
E14000933,SOUTH BASILDON AND EAST THURROCK,Essex,East,England,"74,441",,,"45,297",2019
E14000934,SOUTH CAMBRIDGESHIRE,Cambridgeshire,East,England,"87,288",,,"66,929",2019
E14000935,SOUTH DERBYSHIRE,Derbyshire,East Midlands,England,"79,331","1,788",3%,"53,381",2019
E14000936,SOUTH DORSET,Dorset,South West,England,"73,809","2,246",4%,"51,058",2019
N06000015,SOUTH DOWN,,Northern Ireland,Northern Ireland,"79,175",,,"49,762",2019
E14000937,SOUTH EAST CAMBRIDGESHIRE,Cambridgeshire,East,England,"86,769",,,"64,385",2019
E14000938,SOUTH EAST CORNWALL,Cornwall,South West,England,"71,825","1,493",3%,"53,655",2019
E14000957,SOUTHEND WEST,Essex,East,England,"69,043",,,"46,537",2019
E14000939,SOUTH HOLLAND AND THE DEEPINGS,Lincolnshire,East Midlands,England,"75,975","1,613",3%,"49,179",2019
E14000940,SOUTH LEICESTERSHIRE,Leicestershire,East Midlands,England,"80,520","2,439",4%,"57,469",2019
E14000941,SOUTH NORFOLK,Norfolk,East,England,"86,214","2,499",4%,"62,484",2019
E14000942,SOUTH NORTHAMPTONSHIRE,Northamptonshire,East Midlands,England,"90,842","2,634",4%,"66,908",2019
E14000958,SOUTHPORT,Merseyside,North West,England,"70,837",,,"48,180",2019
E14000943,SOUTH RIBBLE,Lancashire,North West,England,"75,351","1,207",2%,"53,784",2019
E14000944,SOUTH SHIELDS,Tyne and Wear,North East,England,"62,793","1,303",3%,"37,882",2019
E14000945,SOUTH STAFFORDSHIRE,Staffordshire,West Midlands,England,"73,668","1,935",4%,"50,005",2019
E14000946,SOUTH SUFFOLK,Suffolk,East,England,"76,201","3,144",6%,"53,489",2019
E14000947,SOUTH SWINDON,Wiltshire,South West,England,"73,118",,,"50,746",2019
E14000948,SOUTH THANET,Kent,South East,England,"73,223","1,949",4%,"48,257",2019
E14000949,SOUTH WEST BEDFORDSHIRE,Bedfordshire,East,England,"79,926","2,031",4%,"53,307",2019
E14000950,SOUTH WEST DEVON,Devon,South West,England,"72,535","2,018",4%,"53,367",2019
E14000951,SOUTH WEST HERTFORDSHIRE,Hertfordshire,East,England,"80,499","1,466",2%,"61,191",2019
E14000952,SOUTH WEST NORFOLK,Norfolk,East,England,"78,455","1,645",3%,"51,466",2019
E14000953,SOUTH WEST SURREY,Surrey,South East,England,"79,096",,,"60,340",2019
E14000954,SOUTH WEST WILTSHIRE,Wiltshire,South West,England,"77,969","2,434",4%,"54,895",2019
E14000959,SPELTHORNE,Surrey,South East,England,"70,929","2,122",4%,"49,510",2019
E14000965,STAFFORD,Staffordshire,West Midlands,England,"72,572","2,367",5%,"51,149",2019
E14000966,STAFFORDSHIRE MOORLANDS,Staffordshire,West Midlands,England,"65,485","1,231",3%,"43,656",2019
E14000960,ST ALBANS,Hertfordshire,East,England,"73,727","1,004",2%,"57,599",2019
E14000967,STALYBRIDGE AND HYDE,Greater Manchester,North West,England,"73,064","1,411",3%,"42,368",2019
E14000961,ST AUSTELL AND NEWQUAY,Cornwall,South West,England,"79,930","1,609",3%,"55,776",2019
E14000968,STEVENAGE,Hertfordshire,East,England,"71,562","1,457",3%,"47,683",2019
E14000962,ST HELENS NORTH,Merseyside,North West,England,"75,593","1,966",4%,"47,561",2019
E14000963,ST HELENS SOUTH AND WHISTON,Merseyside,North West,England,"79,061","2,282",5%,"50,313",2019
S14000057,STIRLING,,Scotland,Scotland,"68,473",942,2%,"52,620",2019
E14000964,ST IVES,Cornwall,South West,England,"68,795",964,2%,"51,413",2019
E14000969,STOCKPORT,Greater Manchester,North West,England,"65,391","1,403",3%,"41,715",2019
E14000970,STOCKTON NORTH,Cleveland,North East,England,"66,649",,,"41,156",2019
E14000971,STOCKTON SOUTH,Cleveland,North East,England,"76,870",,,"54,802",2019
E14000972,STOKE-ON-TRENT CENTRAL,Staffordshire,West Midlands,England,"55,419",819,3%,"32,070",2019
E14000973,STOKE-ON-TRENT NORTH,Staffordshire,West Midlands,England,"68,298",508,1%,"40,134",2019
E14000974,STOKE-ON-TRENT SOUTH,Staffordshire,West Midlands,England,"64,491",,,"39,604",2019
E14000975,STONE,Staffordshire,West Midlands,England,"69,378","2,002",4%,"49,843",2019
E14000976,STOURBRIDGE,West Midlands,West Midlands,England,"69,891","1,048",2%,"45,689",2019
N06000016,STRANGFORD,,Northern Ireland,Northern Ireland,"66,928",790,2%,"37,485",2019
E14000977,STRATFORD-ON-AVON,Warwickshire,West Midlands,England,"74,037","2,112",4%,"55,048",2019
E14000978,STREATHAM,London,London,England,"84,783","2,567",5%,"56,513",2019
E14000979,STRETFORD AND URMSTON,Greater Manchester,North West,England,"72,372","1,357",3%,"50,067",2019
E14000980,STROUD,Gloucestershire,South West,England,"84,537","4,954",8%,"65,930",2019
E14000981,SUFFOLK COASTAL,Suffolk,East,England,"81,910","2,713",5%,"58,308",2019
E14000982,SUNDERLAND CENTRAL,Tyne and Wear,North East,England,"72,680","1,212",3%,"43,476",2019
E14000983,SURREY HEATH,Surrey,South East,England,"81,349","2,252",4%,"58,654",2019
E14000984,SUTTON AND CHEAM,London,London,England,"71,779","1,168",2%,"50,487",2019
E14000985,SUTTON COLDFIELD,West Midlands,West Midlands,England,"75,638","2,031",4%,"52,325",2019
W07000048,SWANSEA EAST,West Glamorgan,Wales,Wales,"58,450",583,2%,"33,579",2019
W07000047,SWANSEA WEST,West Glamorgan,Wales,Wales,"57,078",,,"35,830",2019
E14000986,TAMWORTH,Staffordshire,West Midlands,England,"71,572",935,2%,"46,056",2019
E14000987,TATTON,Cheshire,North West,England,"69,018","2,088",4%,"48,967",2019
E14000988,TAUNTON DEANE,Somerset,South West,England,"88,676",,,"63,733",2019
E14000989,TELFORD,Shropshire,West Midlands,England,"68,921",,,"42,825",2019
E14000990,TEWKESBURY,Gloucestershire,South West,England,"83,958","2,784",5%,"61,140",2019
E14000991,THE COTSWOLDS,Gloucestershire,South West,England,"81,939","3,312",5%,"61,176",2019
