id,Constituency,County,Country/Region,Country,Electorate_2010,Green Votes_2010,Green Vote share_2010,Total votes_2010,Year
E14000830,NEWBURY,Berkshire,South East,England,"79,144",490,1%,"58,589",2010
E14000831,NEWCASTLE UPON TYNE CENTRAL,Tyne and Wear,North East,England,"60,507",568,2%,"34,157",2010
E14000832,NEWCASTLE UPON TYNE EAST,Tyne and Wear,North East,England,"64,487",620,2%,"37,840",2010
E14000833,NEWCASTLE UPON TYNE NORTH,Tyne and Wear,North East,England,"67,110",319,1%,"43,946",2010
E14000834,NEWCASTLE-UNDER-LYME,Staffordshire,West Midlands,England,"69,433",,,"43,191",2010
E14000835,NEWTON ABBOT,Devon,South West,England,"69,319",701,1%,"48,283",2010
E14000836,"NORMANTON, PONTEFRACT AND CASTLEFORD",West Yorkshire,Yorkshire and The Humber,England,"82,336",,,"46,239",2010
E14000837,NORTH CORNWALL,Cornwall,South West,England,"67,940",,,"46,844",2010
E14000838,NORTH DEVON,Devon,South West,England,"74,508",697,1%,"51,321",2010
E14000839,NORTH DORSET,Dorset,South West,England,"73,741",546,1%,"54,141",2010
E14000840,NORTH DURHAM,Durham,North East,England,"67,544",,,"40,967",2010
E14000841,NORTH EAST BEDFORDSHIRE,Bedfordshire,Eastern,England,"78,060",,,"55,552",2010
E14000842,NORTH EAST CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,"73,224",,,"52,064",2010
E14000843,NORTH EAST DERBYSHIRE,Derbyshire,East Midlands,England,"71,398",,,"47,034",2010
E14000844,NORTH EAST HAMPSHIRE,Hampshire,South East,England,"72,196",,,"52,939",2010
E14000845,NORTH EAST HERTFORDSHIRE,Hertfordshire,Eastern,England,"72,200",875,2%,"50,425",2010
E14000846,NORTH EAST SOMERSET,Avon,South West,England,"67,881",670,1%,"51,203",2010
E14000847,NORTH HEREFORDSHIRE,Hereford and Worcester,West Midlands,England,"66,946","1,533",3%,"47,568",2010
E14000848,NORTH NORFOLK,Norfolk,Eastern,England,"67,851",508,1%,"49,661",2010
E14000849,NORTH SHROPSHIRE,Shropshire,West Midlands,England,"78,930",808,2%,"51,869",2010
E14000850,NORTH SOMERSET,Avon,South West,England,"77,306",,,"57,941",2010
E14000851,NORTH SWINDON,Wiltshire,South West,England,"78,384",487,1%,"50,295",2010
E14000852,NORTH THANET,Kent,South East,England,"68,602",,,"43,343",2010
E14000853,NORTH TYNESIDE,Tyne and Wear,North East,England,"77,690",,,"46,405",2010
E14000854,NORTH WARWICKSHIRE,Warwickshire,West Midlands,England,"70,138",,,"47,265",2010
E14000855,NORTH WEST CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,"88,851",,,"58,283",2010
E14000856,NORTH WEST DURHAM,Durham,North East,England,"70,350",,,"43,815",2010
E14000857,NORTH WEST HAMPSHIRE,Hampshire,South East,England,"76,695",,,"53,292",2010
E14000858,NORTH WEST LEICESTERSHIRE,Leicestershire,East Midlands,England,"71,217",,,"51,952",2010
E14000859,NORTH WEST NORFOLK,Norfolk,Eastern,England,"73,105",745,2%,"47,800",2010
E14000860,NORTH WILTSHIRE,Wiltshire,South West,England,"66,315",599,1%,"48,699",2010
E14000861,NORTHAMPTON NORTH,Northamptonshire,East Midlands,England,"61,850",443,1%,"40,271",2010
E14000862,NORTHAMPTON SOUTH,Northamptonshire,East Midlands,England,"63,105",363,1%,"38,978",2010
E14000863,NORWICH NORTH,Norfolk,Eastern,England,"64,814","1,245",3%,"42,573",2010
E14000864,NORWICH SOUTH,Norfolk,Eastern,England,"73,649","7,095",15%,"47,551",2010
E14000865,NOTTINGHAM EAST,Nottinghamshire,East Midlands,England,"58,705",928,3%,"33,112",2010
E14000866,NOTTINGHAM NORTH,Nottinghamshire,East Midlands,England,"63,240",,,"34,285",2010
E14000867,NOTTINGHAM SOUTH,Nottinghamshire,East Midlands,England,"67,441",630,2%,"40,789",2010
E14000868,NUNEATON,Warwickshire,West Midlands,England,"67,837",,,"44,646",2010
E14000869,OLD BEXLEY AND SIDCUP,London,London,England,"65,699",371,1%,"45,492",2010
E14000870,OLDHAM EAST AND SADDLEWORTH,Greater Manchester,North West,England,"72,557",,,"44,520",2010
E14000871,OLDHAM WEST AND ROYTON,Greater Manchester,North West,England,"72,359",,,"42,910",2010
E14000872,ORPINGTON,London,London,England,"67,732",511,1%,"48,911",2010
E14000873,OXFORD EAST,Oxfordshire,South East,England,"81,903","1,238",2%,"51,651",2010
E14000874,OXFORD WEST AND ABINGDON,Oxfordshire,South East,England,"86,458","1,184",2%,"56,480",2010
E14000875,PENDLE,Lancashire,North West,England,"66,422",,,"45,045",2010
E14000876,PENISTONE AND STOCKSBRIDGE,South Yorkshire,Yorkshire and The Humber,England,"68,480",,,"46,516",2010
E14000877,PENRITH AND THE BORDER,Cumbria,North West,England,"64,484",,,"45,087",2010
E14000878,PETERBOROUGH,Cambridgeshire,Eastern,England,"70,278",523,1%,"44,927",2010
E14000879,"PLYMOUTH, MOOR VIEW",Devon,South West,England,"68,062",398,1%,"41,526",2010
E14000880,"PLYMOUTH, SUTTON AND DEVONPORT",Devon,South West,England,"72,938",904,2%,"43,894",2010
E14000881,POOLE,Dorset,South West,England,"72,641",,,"47,436",2010
E14000882,POPLAR AND LIMEHOUSE,London,London,England,"74,955",449,1%,"46,700",2010
E14000883,PORTSMOUTH NORTH,Hampshire,South East,England,"70,329",461,1%,"44,118",2010
E14000884,PORTSMOUTH SOUTH,Hampshire,South East,England,"70,242",716,2%,"41,264",2010
E14000885,PRESTON,Lancashire,North West,England,"61,187",,,"32,505",2010
E14000886,PUDSEY,West Yorkshire,Yorkshire and The Humber,England,"69,257",,,"49,083",2010
E14000887,PUTNEY,London,London,England,"63,371",591,1%,"40,785",2010
E14000888,RAYLEIGH AND WICKFORD,Essex,Eastern,England,"75,661",,,"52,343",2010
E14000889,READING EAST,Berkshire,South East,England,"74,929","1,069",2%,"49,985",2010
E14000890,READING WEST,Berkshire,South East,England,"72,120",582,1%,"47,530",2010
E14000891,REDCAR,Cleveland,North East,England,"67,127",,,"41,963",2010
E14000892,REDDITCH,Hereford and Worcester,West Midlands,England,"66,573",393,1%,"44,018",2010
E14000893,REIGATE,Surrey,South East,England,"71,604","1,087",2%,"49,978",2010
E14000894,RIBBLE VALLEY,Lancashire,North West,England,"77,789",,,"52,287",2010
E14000895,RICHMOND (YORKS),North Yorkshire,Yorkshire and The Humber,England,"80,563","1,516",3%,"53,412",2010
E14000896,RICHMOND PARK,London,London,England,"77,751",572,1%,"59,268",2010
E14000897,ROCHDALE,Greater Manchester,North West,England,"78,952",,,"45,907",2010
E14000898,ROCHESTER AND STROOD,Kent,South East,England,"73,758",734,2%,"47,971",2010
E14000899,ROCHFORD AND SOUTHEND EAST,Essex,Eastern,England,"71,467",707,2%,"41,631",2010
E14000900,ROMFORD,London,London,England,"71,306",447,1%,"46,481",2010
E14000901,ROMSEY AND SOUTHAMPTON NORTH,Hampshire,South East,England,"68,157",,,"48,939",2010
E14000902,ROSSENDALE AND DARWEN,Lancashire,North West,England,"73,229",,,"47,128",2010
E14000903,ROTHER VALLEY,South Yorkshire,Yorkshire and The Humber,England,"72,847",,,"46,758",2010
E14000904,ROTHERHAM,South Yorkshire,Yorkshire and The Humber,England,"63,563",,,"37,506",2010
E14000905,RUGBY,Warwickshire,West Midlands,England,"68,914",451,1%,"47,468",2010
E14000906,"RUISLIP, NORTHWOOD AND PINNER",London,London,England,"70,873",740,1%,"50,205",2010
E14000907,RUNNYMEDE AND WEYBRIDGE,Surrey,South East,England,"72,566",696,1%,"48,150",2010
E14000908,RUSHCLIFFE,Nottinghamshire,East Midlands,England,"72,955","1,251",2%,"53,687",2010
E14000909,RUTLAND AND MELTON,Leicestershire,East Midlands,England,"77,185",,,"55,220",2010
E14000910,SAFFRON WALDEN,Essex,Eastern,England,"76,035",735,1%,"54,369",2010
E14000911,SALFORD AND ECCLES,Greater Manchester,North West,England,"75,483",,,"41,533",2010
E14000912,SALISBURY,Wiltshire,South West,England,"67,430",506,1%,"48,481",2010
E14000913,SCARBOROUGH AND WHITBY,North Yorkshire,Yorkshire and The Humber,England,"75,470",734,1%,"49,282",2010
E14000914,SCUNTHORPE,Humberside,Yorkshire and The Humber,England,"63,089",396,1%,"37,034",2010
E14000915,SEDGEFIELD,Durham,North East,England,"64,728",,,"40,222",2010
E14000916,SEFTON CENTRAL,Merseyside,North West,England,"67,511",,,"48,463",2010
E14000917,SELBY AND AINSTY,North Yorkshire,Yorkshire and The Humber,England,"72,804",,,"51,728",2010
E14000918,SEVENOAKS,Kent,South East,England,"69,591",,,"49,408",2010
E14000919,SHEFFIELD CENTRAL,South Yorkshire,Yorkshire and The Humber,England,"67,554","1,556",4%,"41,468",2010
E14000920,SHEFFIELD SOUTH EAST,South Yorkshire,Yorkshire and The Humber,England,"67,068",,,"41,408",2010
E14000921,"SHEFFIELD, BRIGHTSIDE AND HILLSBOROUGH",South Yorkshire,Yorkshire and The Humber,England,"67,740",,,"38,914",2010
E14000922,"SHEFFIELD, HALLAM",South Yorkshire,Yorkshire and The Humber,England,"68,798",919,2%,"51,135",2010
E14000923,"SHEFFIELD, HEELEY",South Yorkshire,Yorkshire and The Humber,England,"65,571",989,2%,"40,871",2010
E14000924,SHERWOOD,Nottinghamshire,East Midlands,England,"71,443",,,"48,954",2010
E14000925,SHIPLEY,West Yorkshire,Yorkshire and The Humber,England,"67,689","1,477",3%,"49,427",2010
E14000926,SHREWSBURY AND ATCHAM,Shropshire,West Midlands,England,"75,446",565,1%,"53,045",2010
E14000927,SITTINGBOURNE AND SHEPPEY,Kent,South East,England,"75,855",,,"48,578",2010
E14000928,SKIPTON AND RIPON,North Yorkshire,Yorkshire and The Humber,England,"77,381",,,"54,724",2010
E14000929,SLEAFORD AND NORTH HYKEHAM,Lincolnshire,East Midlands,England,"84,806",,,"59,530",2010
E14000930,SLOUGH,Berkshire,South East,England,"77,473",542,1%,"47,742",2010
E14000931,SOLIHULL,West Midlands,West Midlands,England,"76,288",,,"55,129",2010
E14000932,SOMERTON AND FROME,Somerset,South West,England,"81,548",,,"60,612",2010
E14000933,SOUTH BASILDON AND EAST THURROCK,Essex,Eastern,England,"71,874",,,"44,735",2010
E14000934,SOUTH CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,"78,995","1,039",2%,"59,056",2010
E14000935,SOUTH DERBYSHIRE,Derbyshire,East Midlands,England,"70,608",,,"50,419",2010
E14000936,SOUTH DORSET,Dorset,South West,England,"73,360",595,1%,"50,310",2010
E14000937,SOUTH EAST CAMBRIDGESHIRE,Cambridgeshire,Eastern,England,"83,068",766,1%,"57,602",2010
E14000938,SOUTH EAST CORNWALL,Cornwall,South West,England,"71,373",826,2%,"49,617",2010
E14000939,SOUTH HOLLAND AND THE DEEPINGS,Lincolnshire,East Midlands,England,"76,243",724,1%,"50,188",2010
E14000940,SOUTH LEICESTERSHIRE,Leicestershire,East Midlands,England,"76,633",,,"54,577",2010
E14000941,SOUTH NORFOLK,Norfolk,Eastern,England,"76,179","1,000",2%,"54,993",2010
E14000942,SOUTH NORTHAMPTONSHIRE,Northamptonshire,East Midlands,England,"82,033",685,1%,"59,890",2010
E14000943,SOUTH RIBBLE,Lancashire,North West,England,"75,822",,,"51,458",2010
E14000944,SOUTH SHIELDS,Tyne and Wear,North East,England,"64,084",762,2%,"36,518",2010
E14000945,SOUTH STAFFORDSHIRE,Staffordshire,West Midlands,England,"73,849",,,"50,440",2010
E14000946,SOUTH SUFFOLK,Suffolk,Eastern,England,"72,498",,,"51,416",2010
E14000947,SOUTH SWINDON,Wiltshire,South West,England,"72,619",619,1%,"47,119",2010
E14000948,SOUTH THANET,Kent,South East,England,"70,045",,,"45,933",2010
E14000949,SOUTH WEST BEDFORDSHIRE,Bedfordshire,Eastern,England,"76,559",,,"50,774",2010
E14000950,SOUTH WEST DEVON,Devon,South West,England,"70,813",641,1%,"49,860",2010
E14000951,SOUTH WEST HERTFORDSHIRE,Hertfordshire,Eastern,England,"78,248",,,"56,750",2010
E14000952,SOUTH WEST NORFOLK,Norfolk,Eastern,England,"73,758",830,2%,"49,150",2010
E14000953,SOUTH WEST SURREY,Surrey,South East,England,"76,501",690,1%,"57,259",2010
E14000954,SOUTH WEST WILTSHIRE,Wiltshire,South West,England,"71,647",,,"49,018",2010
E14000955,"SOUTHAMPTON, ITCHEN",Hampshire,South East,England,"74,532",600,1%,"44,412",2010
E14000956,"SOUTHAMPTON, TEST",Hampshire,South East,England,"71,931",881,2%,"44,187",2010
E14000957,SOUTHEND WEST,Essex,Eastern,England,"66,918",644,1%,"43,606",2010
E14000958,SOUTHPORT,Merseyside,North West,England,"67,200",,,"43,757",2010
E14000959,SPELTHORNE,Surrey,South East,England,"70,479",,,"47,304",2010
E14000960,ST ALBANS,Hertfordshire,Eastern,England,"70,058",758,1%,"52,835",2010
E14000961,ST AUSTELL AND NEWQUAY,Cornwall,South West,England,"75,284",,,"47,238",2010
E14000962,ST HELENS NORTH,Merseyside,North West,England,"74,985",,,"44,556",2010
E14000963,ST HELENS SOUTH AND WHISTON,Merseyside,North West,England,"77,975",,,"46,081",2010
E14000964,ST IVES,Cornwall,South West,England,"66,944","1,308",3%,"45,921",2010
E14000965,STAFFORD,Staffordshire,West Midlands,England,"70,667",564,1%,"50,239",2010
E14000966,STAFFORDSHIRE MOORLANDS,Staffordshire,West Midlands,England,"62,137",,,"43,815",2010
E14000967,STALYBRIDGE AND HYDE,Greater Manchester,North West,England,"69,081",679,2%,"40,879",2010
E14000968,STEVENAGE,Hertfordshire,Eastern,England,"68,937",,,"44,651",2010
E14000969,STOCKPORT,Greater Manchester,North West,England,"62,879",677,2%,"39,128",2010
E14000970,STOCKTON NORTH,Cleveland,North East,England,"66,752",,,"39,498",2010
E14000971,STOCKTON SOUTH,Cleveland,North East,England,"73,840",,,"50,284",2010
E14000972,STOKE-ON-TRENT CENTRAL,Staffordshire,West Midlands,England,"61,003",,,"32,470",2010
E14000973,STOKE-ON-TRENT NORTH,Staffordshire,West Midlands,England,"72,054",,,"40,196",2010
E14000974,STOKE-ON-TRENT SOUTH,Staffordshire,West Midlands,England,"68,032",,,"39,852",2010
E14000975,STONE,Staffordshire,West Midlands,England,"67,062",490,1%,"47,229",2010
E14000976,STOURBRIDGE,West Midlands,West Midlands,England,"69,637",394,1%,"47,234",2010
E14000977,STRATFORD-ON-AVON,Warwickshire,West Midlands,England,"69,517",527,1%,"50,542",2010
E14000978,STREATHAM,London,London,England,"74,532",861,2%,"46,837",2010
E14000979,STRETFORD AND URMSTON,Greater Manchester,North West,England,"70,991",916,2%,"44,910",2010
E14000980,STROUD,Gloucestershire,South West,England,"78,286","1,542",3%,"57,973",2010
E14000981,SUFFOLK COASTAL,Suffolk,Eastern,England,"76,572","1,103",2%,"54,893",2010
E14000982,SUNDERLAND CENTRAL,Tyne and Wear,North East,England,"74,485",,,"42,463",2010
E14000983,SURREY HEATH,Surrey,South East,England,"78,107",,,"54,347",2010
E14000984,SUTTON AND CHEAM,London,London,England,"66,658",246,1%,"48,508",2010
E14000985,SUTTON COLDFIELD,West Midlands,West Midlands,England,"74,489",535,1%,"50,589",2010
E14000986,TAMWORTH,Staffordshire,West Midlands,England,"71,962",,,"46,390",2010
E14000987,TATTON,Cheshire,North West,England,"66,746",,,"45,231",2010
E14000988,TAUNTON DEANE,Somerset,South West,England,"82,507",,,"58,150",2010
E14000989,TELFORD,Shropshire,West Midlands,England,"65,061",,,"41,310",2010
E14000990,TEWKESBURY,Gloucestershire,South West,England,"76,655",525,1%,"53,961",2010
E14000991,THE COTSWOLDS,Gloucestershire,South West,England,"76,729",940,2%,"54,832",2010
E14000992,THE WREKIN,Shropshire,West Midlands,England,"65,544",,,"45,968",2010
E14000993,THIRSK AND MALTON,North Yorkshire,Yorkshire and The Humber,England,"76,416",,,"38,142",2010
E14000994,THORNBURY AND YATE,Avon,South West,England,"64,092",,,"48,226",2010
E14000995,THURROCK,Essex,Eastern,England,"77,758",,,"45,821",2010
E14000996,TIVERTON AND HONITON,Devon,South West,England,"76,808",802,1%,"54,894",2010
E14000997,TONBRIDGE AND MALLING,Kent,South East,England,"71,790",764,1%,"51,314",2010
E14000998,TOOTING,London,London,England,"73,840",609,1%,"50,655",2010
E14000999,TORBAY,Devon,South West,England,"76,244",468,1%,"49,210",2010
E14001000,TORRIDGE AND WEST DEVON,Devon,South West,England,"77,360","1,050",2%,"55,257",2010
E14001001,TOTNES,Devon,South West,England,"67,962","1,181",2%,"47,843",2010
E14001002,TOTTENHAM,London,London,England,"68,834",980,2%,"40,687",2010
E14001003,TRURO AND FALMOUTH,Cornwall,South West,England,"70,598",858,2%,"48,768",2010
E14001004,TUNBRIDGE WELLS,Kent,South East,England,"73,855",914,2%,"50,320",2010
E14001005,TWICKENHAM,London,London,England,"80,569",674,1%,"59,721",2010
E14001006,TYNEMOUTH,Tyne and Wear,North East,England,"75,680",538,1%,"52,668",2010
E14001007,UXBRIDGE AND SOUTH RUISLIP,London,London,England,"71,160",477,1%,"45,076",2010
E14001008,VAUXHALL,London,London,England,"74,811",708,2%,"43,191",2010
E14001009,WAKEFIELD,West Yorkshire,Yorkshire and The Humber,England,"70,812",873,2%,"44,444",2010
E14001010,WALLASEY,Merseyside,North West,England,"65,915",,,"41,654",2010
E14001011,WALSALL NORTH,West Midlands,West Midlands,England,"64,034",,,"36,187",2010
E14001012,WALSALL SOUTH,West Midlands,West Midlands,England,"64,387",,,"40,882",2010
E14001013,WALTHAMSTOW,London,London,England,"64,625",767,2%,"40,994",2010
E14001014,WANSBECK,Northumberland,North East,England,"61,782",601,2%,"38,273",2010
E14001015,WANTAGE,Oxfordshire,South East,England,"80,456","1,044",2%,"56,341",2010
E14001016,WARLEY,West Midlands,West Midlands,England,"62,751",,,"38,270",2010
E14001017,WARRINGTON NORTH,Cheshire,North West,England,"70,473",,,"44,211",2010
E14001018,WARRINGTON SOUTH,Cheshire,North West,England,"79,182",427,1%,"54,874",2010
E14001019,WARWICK AND LEAMINGTON,Warwickshire,West Midlands,England,"67,800",693,1%,"49,032",2010
E14001020,WASHINGTON AND SUNDERLAND WEST,Tyne and Wear,North East,England,"68,910",,,"37,334",2010
E14001021,WATFORD,Hertfordshire,Eastern,England,"80,798",885,2%,"55,208",2010
E14001022,WAVENEY,Suffolk,Eastern,England,"78,532","1,167",2%,"51,141",2010
E14001023,WEALDEN,East Sussex,South East,England,"76,537","1,383",3%,"54,969",2010
E14001024,WEAVER VALE,Cheshire,North West,England,"67,269",338,1%,"43,990",2010
E14001025,WELLINGBOROUGH,Northamptonshire,East Midlands,England,"76,846",480,1%,"51,661",2010
E14001026,WELLS,Somerset,South West,England,"79,432",631,1%,"55,864",2010
E14001027,WELWYN HATFIELD,Hertfordshire,Eastern,England,"72,058",796,2%,"48,972",2010
E14001028,WENTWORTH AND DEARNE,South Yorkshire,Yorkshire and The Humber,England,"72,586",,,"42,106",2010
E14001029,WEST BROMWICH EAST,West Midlands,West Midlands,England,"62,668",,,"37,950",2010
E14001030,WEST BROMWICH WEST,West Midlands,West Midlands,England,"64,859",,,"36,171",2010
E14001031,WEST DORSET,Dorset,South West,England,"76,869",675,1%,"57,337",2010
E14001032,WEST HAM,London,London,England,"85,313",645,1%,"46,951",2010
E14001033,WEST LANCASHIRE,Lancashire,North West,England,"73,835",485,1%,"48,473",2010
E14001034,WEST SUFFOLK,Suffolk,Eastern,England,"74,374",,,"48,089",2010
E14001035,WEST WORCESTERSHIRE,Hereford and Worcester,West Midlands,England,"72,807",641,1%,"54,093",2010
E14001036,WESTMINSTER NORTH,London,London,England,"66,739",478,1%,"39,598",2010
E14001037,WESTMORLAND AND LONSDALE,Cumbria,North West,England,"66,988",,,"51,487",2010
E14001038,WESTON-SUPER-MARE,Avon,South West,England,"78,487",,,"52,716",2010
E14001039,WIGAN,Greater Manchester,North West,England,"75,407",,,"44,140",2010
E14001040,WIMBLEDON,London,London,England,"65,723",590,1%,"47,395",2010
E14001041,WINCHESTER,Hampshire,South East,England,"73,805",,,"55,955",2010
E14001042,WINDSOR,Berkshire,South East,England,"69,511",628,1%,"49,588",2010
E14001043,WIRRAL SOUTH,Merseyside,North West,England,"56,099",,,"39,906",2010
E14001044,WIRRAL WEST,Merseyside,North West,England,"55,050",,,"39,372",2010
E14001045,WITHAM,Essex,Eastern,England,"66,969","1,419",3%,"46,835",2010
E14001046,WITNEY,Oxfordshire,South East,England,"78,766","2,385",4%,"57,769",2010
E14001047,WOKING,Surrey,South East,England,"73,837",,,"52,786",2010
E14001048,WOKINGHAM,Berkshire,South East,England,"76,386",567,1%,"54,528",2010
E14001049,WOLVERHAMPTON NORTH EAST,West Midlands,West Midlands,England,"58,931",,,"34,894",2010
E14001050,WOLVERHAMPTON SOUTH EAST,West Midlands,West Midlands,England,"59,884",,,"34,707",2010
E14001051,WOLVERHAMPTON SOUTH WEST,West Midlands,West Midlands,England,"58,845",,,"40,160",2010
E14001052,WORCESTER,Hereford and Worcester,West Midlands,England,"72,835",735,2%,"48,974",2010
E14001053,WORKINGTON,Cumbria,North West,England,"59,607",,,"39,259",2010
E14001054,WORSLEY AND ECCLES SOUTH,Greater Manchester,North West,England,"72,473",,,"41,701",2010
E14001055,WORTHING WEST,West Sussex,South East,England,"75,945",996,2%,"49,123",2010
E14001056,WYCOMBE,Buckinghamshire,South East,England,"74,175",,,"48,151",2010
E14001057,WYRE AND PRESTON NORTH,Lancashire,North West,England,"70,201",,,"51,308",2010
E14001058,WYRE FOREST,Hereford and Worcester,West Midlands,England,"76,713",,,"50,899",2010
E14001059,WYTHENSHAWE AND SALE EAST,Greater Manchester,North West,England,"79,923",,,"40,751",2010
E14001060,YEOVIL,Somerset,South West,England,"82,314",,,"57,160",2010
E14001061,YORK CENTRAL,North Yorkshire,Yorkshire and The Humber,England,"76,439","1,669",4%,"46,483",2010
E14001062,YORK OUTER,North Yorkshire,Yorkshire and The Humber,England,"75,939",,,"53,300",2010
N06000001,BELFAST EAST,,Northern Ireland,Northern Ireland,"59,007",,,"34,488",2010
N06000002,BELFAST NORTH,,Northern Ireland,Northern Ireland,"65,504",,,"36,993",2010
N06000003,BELFAST SOUTH,,Northern Ireland,Northern Ireland,"59,524","1,036",3%,"34,186",2010
N06000004,BELFAST WEST,,Northern Ireland,Northern Ireland,"59,522",,,"32,133",2010
N06000005,EAST ANTRIM,,Northern Ireland,Northern Ireland,"60,204",,,"30,502",2010
N06000006,EAST LONDONDERRY,,Northern Ireland,Northern Ireland,"63,220",,,"34,950",2010
N06000007,FERMANAGH AND SOUTH TYRONE,,Northern Ireland,Northern Ireland,"67,908",,,"46,803",2010
N06000008,FOYLE,,Northern Ireland,Northern Ireland,"65,843",,,"37,889",2010
N06000009,LAGAN VALLEY,,Northern Ireland,Northern Ireland,"65,257",,,"36,540",2010
N06000010,MID ULSTER,,Northern Ireland,Northern Ireland,"64,594",,,"40,842",2010
N06000011,NEWRY AND ARMAGH,,Northern Ireland,Northern Ireland,"74,308",,,"44,906",2010
N06000012,NORTH ANTRIM,,Northern Ireland,Northern Ireland,"73,338",,,"42,397",2010
N06000013,NORTH DOWN,,Northern Ireland,Northern Ireland,"60,698","1,043",3%,"33,481",2010
N06000014,SOUTH ANTRIM,,Northern Ireland,Northern Ireland,"63,054",,,"34,009",2010
N06000015,SOUTH DOWN,,Northern Ireland,Northern Ireland,"70,784",901,2%,"42,589",2010
N06000016,STRANGFORD,,Northern Ireland,Northern Ireland,"60,539",562,2%,"32,505",2010
N06000017,UPPER BANN,,Northern Ireland,Northern Ireland,"74,732",,,"41,383",2010
N06000018,WEST TYRONE,,Northern Ireland,Northern Ireland,"61,148",,,"37,275",2010
S14000001,ABERDEEN NORTH,,Scotland,Scotland,"64,808",,,"37,701",2010
S14000002,ABERDEEN SOUTH,,Scotland,Scotland,"64,031",413,1%,"43,034",2010
S14000003,AIRDRIE AND SHOTTS,,Scotland,Scotland,"62,364",,,"35,849",2010
S14000004,ANGUS,,Scotland,Scotland,"62,860",,,"37,960",2010
S14000005,ARGYLL AND BUTE,,Scotland,Scotland,"67,165",789,2%,"45,207",2010
S14000006,"AYR, CARRICK AND CUMNOCK",,Scotland,Scotland,"73,320",,,"45,893",2010
S14000007,BANFF AND BUCHAN,,Scotland,Scotland,"64,300",,,"38,466",2010
S14000008,"BERWICKSHIRE, ROXBURGH AND SELKIRK",,Scotland,Scotland,"73,826",,,"49,014",2010
S14000009,"CAITHNESS, SUTHERLAND AND EASTER ROSS",,Scotland,Scotland,"47,263",,,"28,768",2010
S14000010,CENTRAL AYRSHIRE,,Scotland,Scotland,"68,352",,,"43,915",2010
S14000011,"COATBRIDGE, CHRYSTON AND BELLSHILL",,Scotland,Scotland,"70,067",,,"41,635",2010
S14000012,"CUMBERNAULD, KILSYTH AND KIRKINTILLOCH EAST",,Scotland,Scotland,"64,037",,,"41,150",2010
S14000013,DUMFRIES AND GALLOWAY,,Scotland,Scotland,"74,584",,,"52,173",2010
S14000014,"DUMFRIESSHIRE, CLYDESDALE AND TWEEDDALE",,Scotland,Scotland,"66,627",510,1%,"45,892",2010
S14000015,DUNDEE EAST,,Scotland,Scotland,"65,471",542,1%,"40,568",2010
S14000016,DUNDEE WEST,,Scotland,Scotland,"63,013",,,"37,126",2010
S14000017,DUNFERMLINE AND WEST FIFE,,Scotland,Scotland,"73,590",,,"48,947",2010
S14000018,EAST DUNBARTONSHIRE,,Scotland,Scotland,"63,795",,,"47,948",2010
S14000019,"EAST KILBRIDE, STRATHAVEN AND LESMAHAGOW",,Scotland,Scotland,"76,534","1,003",2%,"50,946",2010
S14000020,EAST LOTHIAN,,Scotland,Scotland,"73,348",862,2%,"49,161",2010
S14000021,EAST RENFREWSHIRE,,Scotland,Scotland,"66,249",,,"51,181",2010
S14000022,EDINBURGH EAST,,Scotland,Scotland,"60,945","2,035",5%,"39,865",2010
S14000023,EDINBURGH NORTH AND LEITH,,Scotland,Scotland,"69,207","1,062",2%,"47,356",2010
S14000024,EDINBURGH SOUTH,,Scotland,Scotland,"59,362",881,2%,"43,801",2010
S14000025,EDINBURGH SOUTH WEST,,Scotland,Scotland,"66,361",872,2%,"45,462",2010
S14000026,EDINBURGH WEST,,Scotland,Scotland,"65,159",,,"46,447",2010
S14000027,NA H-EILEANAN AN IAR,,Scotland,Scotland,"21,780",,,"14,717",2010
S14000028,FALKIRK,,Scotland,Scotland,"81,869",,,"50,777",2010
S14000029,GLASGOW CENTRAL,,Scotland,Scotland,"60,105",800,3%,"30,580",2010
S14000030,GLASGOW EAST,,Scotland,Scotland,"61,865",,,"32,164",2010
S14000031,GLASGOW NORTH,,Scotland,Scotland,"51,490",947,3%,"29,613",2010
S14000032,GLASGOW NORTH EAST,,Scotland,Scotland,"59,861",,,"29,409",2010
S14000033,GLASGOW NORTH WEST,,Scotland,Scotland,"60,997",882,2%,"35,582",2010
S14000034,GLASGOW SOUTH,,Scotland,Scotland,"65,069",961,2%,"40,094",2010
S14000035,GLASGOW SOUTH WEST,,Scotland,Scotland,"58,191",,,"31,781",2010
S14000036,GLENROTHES,,Scotland,Scotland,"67,765",,,"40,501",2010
S14000037,GORDON,,Scotland,Scotland,"73,420",752,2%,"48,775",2010
S14000038,INVERCLYDE,,Scotland,Scotland,"59,209",,,"37,512",2010
S14000039,"INVERNESS, NAIRN, BADENOCH AND STRATHSPEY",,Scotland,Scotland,"72,528",789,2%,"47,086",2010
S14000040,KILMARNOCK AND LOUDOUN,,Scotland,Scotland,"74,131",,,"46,553",2010
S14000041,KIRKCALDY AND COWDENBEATH,,Scotland,Scotland,"73,534",,,"45,802",2010
S14000042,LANARK AND HAMILTON EAST,,Scotland,Scotland,"74,773",,,"46,554",2010
